Category,Description,Address,City,Postal Code,Floor Space,Floor Space Unit,Avg Hours/Week,Annual Flow (Mega Litres),Electricity Quantity,Electricity Unit,Natural Gas Quantity,Natural Gas Unit,Fuel Oil 1 & 2 Quantity,Fuel Oil 1 & 2 Unit,Fuel Oil 4 & 6 Quantity,Fuel Oil 4 & 6 Unit,Propane Quantity,Propane Unit,Coal Quantity,Coal Unit,Wood Quantity,Wood Unit,District Heating Quantity,District Heating Unit,District Heating Renewable?,"District Heating If Yes, enter Emission Factor",District Cooling Quantity,District Cooling Unit,District Cooling Renewable?,"District Cooling If Yes, enter Emission Factor",GHG Emissions(Kg),Energy Intensity(ekWh/sqft),Energy Intensity(ekWh/Mega Litre),Building / Operation Identifier,Comments
Waterfront Neighbourhood Centre,Community centres,627 Queens Quay West,Toronto,M5V 3G3,123214,Square feet,100,0,1160776.68,kWh,84452.3375,Cubic meter,,,,,,,,,,,,,,,,,,,210689,16.7,,WNHC,Community Centres
Bering Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",320 Bering Ave,Toronto,M8Z 3A3,53798,Square feet,70,0,446615.5809,kWh,99113.40852,Cubic meter,,,,,,,,,,,,,,,,,,,206975,27.8,,BERY,Storage Facilities
Heron Park C.C,Community centres,292 Manse Rd,Toronto,M1E 3V4,52377,Square feet,100,0,1099105.847,kWh,83907.21065,Cubic meter,,,,,,,,,,,,,,,,,,,206945,37.9,,HEROC,Community Centres
Scarborough Pumping Station,Facilities related to the pumping of water,21 Fishleigh Dr,Toronto,M1N 1H1,9160,Square feet,168,13805.88,4698092.652,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,206716,512.9,340.3,SPS,Water Pumping Facilities
Station #52,Ambulance stations and associated offices and facilities,64 Murray Rd,Toronto,M3K 1T2,38760,Square feet,168,0,719010.5021,kWh,92612.15637,Cubic meter,,,,,,,,,,,,,,,,,,,206673,43.8,,AS52,Ambulance Stations
#52 Police Division,Police stations and associated offices and facilities,255 Dundas St.W.,Toronto,M5T 2W5,71677,Square feet,168,0,1010744.297,kWh,84765.09614,Cubic meter,,,,,,,,,,,,,,,,,,,204679,26.6,,52PD,Police Stations
#41 Police Division,Police stations and associated offices and facilities,2222 Eglinton Ave.E.,Toronto,M1K 2M2,51080,Square feet,168,0,713576.2121,kWh,91360.00201,Cubic meter,,,,,,,,,,,,,,,,,,,204068,32.9,,41PD,Police Stations
Streetlighting York,Street lighting,Streetlighting York,Toronto,M6M 1V1,0,Square feet,70,0,4616660.394,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,203133,,,SLYK,Streetlighting
Streetlighting East York,Street lighting,850 Coxwell Ave Streetlighting,Toronto,M4C 5R1,0,Square feet,70,0,4591291.721,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,202017,,,SLEY,Streetlighting
Milliken Pumping Station,Facilities related to the pumping of water,4375 14th Ave,Toronto,L6G 1C5,0,Square feet,168,29141.521,4553460.973,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,200352,,156.3,MKPS,Water Pumping Facilities
Scarborough Transfer Station,Other,1850 Markham Rd,Toronto,M1B 2W2,96595,Square feet,70,0,1443377.479,kWh,70089.40267,Cubic meter,,,,,,,,,,,,,,,,,,,195978,22.6,,STS,Transfer Stations
Norseman Community School and Pool,Indoor swimming pools,105 Norseman St,Toronto,M8Z 2R1,19052,Square feet,100,0,370914.6431,kWh,93690.70227,Cubic meter,,,,,,,,,,,,,,,,,,,193396,71.4,,NMP,Indoor Swimming Pool
Carmine Stefano Community Ctr,Community centres,3100 Weston Rd,Toronto,M9M 2S7,57867,Square feet,100,0,243910.1565,kWh,93378.57066,Cubic meter,,,,,,,,,,,,,,,,,,,187218,21.3,,3100WE,Community Centres
Flemingdon RC & Pool,Indoor recreational facilities,29 St. Dennis Dr,Toronto,M3C 1E3,34348,Square feet,100,0,809159.3063,kWh,80100.38655,Cubic meter,,,,,,,,,,,,,,,,,,,186993,48.2,,FLEMRC,Indoor Recreational Facilities
Property Dept Workshop,"Administrative offices and related facilities, including municipal council chambers",786 Dundas St E,Toronto,M4M 1R1,39170,Square feet,70,0,110924.2572,kWh,94831.09541,Cubic meter,,,,,,,,,,,,,,,,,,,184111,28.4,,PDWS,Administrative Offices
Ramsden Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1008 Yonge St,Toronto,M4W 2K1,20247,Square feet,70,0,150828.3324,kWh,92683.19983,Cubic meter,,,,,,,,,,,,,,,,,,,181808,55.8,,RDSY,Storage Facilities
55 John St LED Ltg,Other,55 John St,Toronto,M5V 3C6,0,Square feet,168,0,4031405.761,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,177382,,,55JOHNSTLED,Traffic Signals
Grandravine Arena & R.C,Indoor recreational facilities,25 Grandravine Dr,Toronto,M3J 1B3,33637,Square feet,100,0,611331.106,kWh,79326.17061,Cubic meter,,,,,,,,,,,,,,,,,,,176825,43.1,,GRANA,Indoor Recreational Facilities
Sunnyside Park,Other,1755 Lake Shore Blvd W,Toronto,M6S 5A3,52033,Square feet,100,0,473545.174,kWh,82433.89684,Cubic meter,,,,,,,,,,,,,,,,,,,176636,25.8,,SNSP,Outdoor Recreational Facilities
Riverlea Greenhouse,Other,919 Scarlett Rd,Toronto,M9P 2V3,17018,Square feet,168,0,106393.9354,kWh,89481.49615,Cubic meter,,,,,,,,,,,,,,,,,,,173801,61.8,,RLGH,Greenhouses
West Toronto Pumping Station,Facilities related to the pumping of water,143 Old Weston Rd,Toronto,M6N 2Z8,7739,Square feet,168,24988.61,3936953.55,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,173226,508.7,157.6,WTPS,Water Pumping Facilities
Ingram Drive Transfer Station,Other,50 Ingram Dr,Toronto,M6M 2L6,112268,Square feet,70,0,1489876.44,kWh,56283.21019,Cubic meter,,,,,,,,,,,,,,,,,,,171930,18.6,,IDTS,Transfer Stations
#32 Police Division,Police stations and associated offices and facilities,30 Ellerslie Ave,Toronto,M2N 1X8,47652,Square feet,168,0,699127.9889,kWh,74428.58794,Cubic meter,,,,,,,,,,,,,,,,,,,171432,31.2,,32PD,Police Stations
Lawrence Pumping Station,Facilities related to the pumping of water,1150 Lawrence Ave.W.,Toronto,M6L 1A3,15629,Square feet,168,18041.49,3877585.886,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,170614,248.1,214.9,LPS,Water Pumping Facilities
Kennedy Pumping Station,Facilities related to the pumping of water,148 Purcell Square,Toronto,M1V 3C3,5360,Square feet,168,33700.523,3869647.013,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,170264,722.0,114.8,KNPS,Water Pumping Facilities
#22 Police Division,Police stations and associated offices and facilities,3699 Bloor St.W.,Toronto,M9A 1A2,32270,Square feet,168,0,493995.2565,kWh,78515.80645,Cubic meter,,,,,,,,,,,0,0,  ,,  ,0,  ,  ,170131,41.0,,22PD,Police Stations
Gord & Irene Risk Arena & R.C,Indoor recreational facilities,2650 Finch Ave. W,Toronto,M9M 3A3,44304,Square feet,100,0,688020.5177,kWh,73642.1698,Cubic meter,,,,,,,,,,,,,,,,,,,169457,33.1,,GIRCA,Indoor Recreational Facilities
Victoria Village Arena,Indoor sports arenas,190 Bermondsey Ave.,Toronto,M4A 1Y1,33637,Square feet,100,0,813845.8994,kWh,70395.91909,Cubic meter,,,,,,,,,,,,,,,,,,,168858,46.3,,VICTA,Indoor Sports Arena
East York Arena,Indoor sports arenas,888 Cosburn Ave,Toronto,M4C 2W6,30257,Square feet,100,0,825053.8832,kWh,70126.76305,Cubic meter,,,,,,,,,,,,,,,,,,,168842,51.7,,EASTA,Indoor Sports Arena
Don MilIs Arena,Indoor sports arenas,1030 Don Mills Rd,Toronto,M3C 1W6,27857,Square feet,100,0,502621.8067,kWh,77581.90979,Cubic meter,,,,,,,,,,,,,,,,,,,168745,47.4,,DONMA,Indoor Sports Arena
Downsview Arena,Indoor sports arenas,1633 Wilson Ave,Toronto,M3L 1A5,34218,Square feet,100,0,732214.9858,kWh,71010.45,Cubic meter,,,,,,,,,,,,,,,,,,,166427,43.3,,DOWNA,Indoor Sports Arena
Rockcliffe GreenHouse,Other,301 Rockcliffe Blvd,Toronto,M6N 5G6,12271,Square feet,168,0,88146.45639,kWh,85214.55729,Cubic meter,,,,,,,,,,,,,,,,,,,164934,80.5,,ROCKPR,Greenhouses
Commissioners St Transfer Stn,Other,400 Commissioners St.,Toronto,M4M 3K2,76424,Square feet,70,0,706780.7713,kWh,69776.25888,Cubic meter,,,,,,,,,,,,,,,,,,,162975,18.9,,CSTS,Transfer Stations
Emery Works Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",61 Toryork Dr,Toronto,M9L 1X9,26404,Square feet,70,0,332544.0565,kWh,78225.3697,Cubic meter,,,,,,,,,,,,,,,,,,,162478,43.9,,EMERY,Storage Facilities
Police Garage,Police stations and associated offices and facilities,18 Cranfield Rd,Toronto,M4B 1Y2,33024,Square feet,168,0,375455.572,kWh,76256.27303,Cubic meter,,,,,,,,,,,,,,,,,,,160644,35.7,,PGAR,Police Stations
St Albans Boys Club,Indoor recreational facilities,843 Palmerston Ave,Toronto,M6G 2R8,23293,Square feet,100,0,291861.3641,kWh,78046.65814,Cubic meter,,,,,,,,,,,,,,,,,,,160350,47.9,,SABC,Indoor Recreational Facilities
St Lawrence Hall,"Administrative offices and related facilities, including municipal council chambers",157 King St East,Toronto,M5C 1G9,55413,Square feet,70,0,1044663.314,kWh,60073.7156,Cubic meter,,,,,,,,,,,,,,,,,,,159505,30.3,,SLH,Administrative Offices
#23 Police Division New,Police stations and associated offices and facilities,5230 Finch Ave W.,Toronto,M9V 0A1,57264,Square feet,168,0,890713.1403,kWh,63298.04927,Cubic meter,,,,,,,,,,,,,,,,,,,158825,27.2,,23PDN,Police Stations
Dee Avenue Lab,Other,30 Dee Ave.,Toronto,M9N 1S9,14994,Square feet,70,0,1205959.222,kWh,55832.63226,Cubic meter,,,,,,,,,,,0,0,  ,,,,,  ,158586,119.7,,DAL,Laboratory
Burrows Hall Community Complex,Community centres,1081 Progress Ave,Toronto,M1B 5Z6,43185,Square feet,100,0,839259.8185,kWh,62874.59226,Cubic meter,,,,,,,,,,,,,,,,,,,155760,34.8,,BHCC,Community Centres
Mitchell Field Arena,Indoor sports arenas,89 Church Ave,Toronto,M2N 6C9,30182,Square feet,100,0,903543.5592,kWh,61259.95534,Cubic meter,,,,,,,,,,,,,,,,,,,155537,51.4,,MITCA,Indoor Sports Arena
City Hall Nathan Phillips Sqr,Other,110 Queen Street West,Toronto,M5H 2N1,3606,Square feet,100,0,675029.3939,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,155283,351.9,,CHNPS,Outdoor Recreational Facilities
The Elms Pool and Community School,Indoor swimming pools,45 Golfdown Dr,Toronto,M9W 2H8,13885,Square feet,100,0,425377.3072,kWh,72184.09987,Cubic meter,,,,,,,,,,,,,,,,,,,155145,85.5,,TEP,Indoor Swimming Pool
East Service Building,Public libraries,1076 Ellesmere Rd,Toronto,M1P 2X7,60040,Square feet,70,0,560583.0992,kWh,68024.10996,Cubic meter,,,,,,,,,,,,,,,,,,,153231,21.3,,EASTSB,Public Libraries
John Innes C.C,Community centres,150 Sherbourne St,Toronto,M5A 2R6,24176,Square feet,100,0,453420.1186,kWh,69660.02954,Cubic meter,,,,,,,,,,,,,,,,,,,151608,49.2,,JOHNC,Community Centres
Sunnybrook Park,Community centres,1050 Leslie St.,Toronto,M3C 1H8,43701,Square feet,100,0,665346.9476,kWh,63187.59917,Cubic meter,,,,,,,,,,,,,,,,,,,148700,30.5,,SBP,Community Centres
Election Services Building,"Administrative offices and related facilities, including municipal council chambers",89 Northline Road,Toronto,M4B 3G1,55004,Square feet,70,0,354372.728,kWh,69814.9674,Cubic meter,,,,,,,,,,,,,,,,,,,147543,19.8,,89NORTH,Administrative Offices
Commander Park C.C,Community centres,140 Commander Blvd,Toronto,M1S 3H7,56317,Square feet,100,0,1158516.395,kWh,51058.2399,Cubic meter,,,,,,,,,,,,,,,,,,,147475,30.1,,COMMC,Community Centres
Fort York Residence,Social housing,38 Bathurst St,Toronto,M5V 3W3,25995,Square feet,168,0,393566.9649,kWh,68701.61301,Cubic meter,,,,,,,,,,,,,,,,,,,147163,43.0,,FYR,Shelters & Housing
Goulding Arena & R.C,Indoor recreational facilities,45 Goulding Ave,Toronto,M2M 1K8,43540,Square feet,100,0,696197.7061,kWh,61336.51405,Cubic meter,,,,,,,,,,,,,,,,,,,146559,30.9,,GOULA,Indoor Recreational Facilities
Baycrest Arena,Indoor sports arenas,160 Neptune Dr,Toronto,M6A 1X4,27060,Square feet,100,0,561611.376,kWh,63060.99706,Cubic meter,,,,,,,,,,,,,,,,,,,143896,45.4,,BAYCA,Indoor Sports Arena
Scarborough Arena Gardens,Indoor sports arenas,75 Birchmount Rd,Toronto,M1N 3J7,38320,Square feet,100,0,740321.1857,kWh,57465.94364,Cubic meter,,,,,,,,,,,,,,,,,,,141185,35.2,,SCARA,Indoor Sports Arena
Emergency Task Force,Police stations and associated offices and facilities,300 Lesmill Rd.,Toronto,M3B 2T5,35995,Square feet,168,0,531411.6638,kWh,61517.62075,Cubic meter,,,,,,,,,,,,,,,,,,,139650,32.8,,ETF,Police Stations
Thistletown C.C,Community centres,925 Albion Rd,Toronto,M9V 1A6,44810,Square feet,100,0,376417.94,kWh,64393.52941,Cubic meter,,,,,,,,,,,,,,,,,,,138266,23.6,,THISC,Community Centres
Oriole Arena & R.C,Indoor recreational facilities,2975 Don Mills Rd.,Toronto,M2J 3B7,64347,Square feet,100,0,993439.6735,kWh,49982.15415,Cubic meter,,,,,,,,,,,,,,,,,,,138178,23.6,,ORIOA,Indoor Recreational Facilities
York Woods,Public libraries,1785 Finch Ave W,Toronto,M3N 1M6,42173,Square feet,70,0,731771.9,kWh,56033.23116,Cubic meter,,,,,,,,,,,,,,,,,,,138101,31.4,,YW,Public Libraries
Women's Residence,Social housing,674 Dundas St. W,Toronto,M5T 1H9,28255,Square feet,168,0,541084.9865,kWh,58629.89099,Cubic meter,,,,,,,,,,,,,,,,,,,134618,41.1,,WR,Shelters & Housing
#31 Police Division,Police stations and associated offices and facilities,40 Norfinch Dr,Toronto,M3N 1W8,35489,Square feet,168,0,617007.4318,kWh,55372.92138,Cubic meter,,,,,,,,,,,,,,,,,,,131803,33.9,,31PD,Police Stations
Scarborough Animal Centre,Other,821 Progress Ave,Toronto,M1H 2X4,12831,Square feet,168,0,341852.6769,kWh,61025.87325,Cubic meter,,,,,,,,,,,,,,,,,,,130380,76.9,,SCAC,Animal Centres
Habitant Arena,Indoor sports arenas,3383 Weston Rd,Toronto,M9M 2V9,26307,Square feet,100,0,346340.8549,kWh,60321.92711,Cubic meter,,,,,,,,,,,,,,,,,,,129247,37.4,,HABIA,Indoor Sports Arena
Donald Summerville Olympic Pool,Other,1867 Lake Shore Blvd E,Toronto,M1P 4N7,27050,Square feet,100,0,386281.5883,kWh,59346.63636,Cubic meter,,,,,,,,,,,,,,,,,,,129162,37.4,,WBPP,Outdoor Recreational Facilities
Armour Heights Pumping Station,Facilities related to the pumping of water,226 Wilson Ave,Toronto,M5M 3B1,5780,Square feet,168,20485.928,2921300.915,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,128537,505.4,142.6,AHPS,Water Pumping Facilities
Parklawn Pool/Rink,Other,340 Park Lawn Rd,Toronto,M8Y 3K3,5210,Square feet,100,0,684883.7879,kWh,51190.27143,Cubic meter,,,,,,,,,,,,,,,,,,,126884,235.2,,PARKR,Outdoor Recreational Facilities
#54 Police Division,Police stations and associated offices and facilities,41 Cranfield Rd,Toronto,M4B 3H3,23358,Square feet,168,0,495223.3564,kWh,55449.35877,Cubic meter,,,,,,,,,,,,,,,,,,,126589,46.3,,54PD,Police Stations
McGregor Park C.C,Community centres,2231 Lawrence Ave E,Toronto,M1P 2P5,45262,Square feet,100,0,943324.4804,kWh,44962.92391,Cubic meter,,,,,,,,,,,,,,,,,,,126486,31.3,,MCGRC,Community Centres
Forest Hill C.C,Community centres,666 Eglinton Av W,Toronto,M5N 1B9,32841,Square feet,100,0,639037.1126,kWh,51504.08758,Cubic meter,,,,,,,,,,,,,,,,,,,125460,36.0,,FOREC,Community Centres
City Clerk's Office,"Administrative offices and related facilities, including municipal council chambers",88 Sunrise Ave,Toronto,M4A 1B3,34843,Square feet,70,0,740029.8945,kWh,49137.76175,Cubic meter,,,,,,,,,,,,,,,,,,,125432,36.1,,88SUN,Administrative Offices
Bayview Arena,Indoor sports arenas,3230 Bayview Ave,Toronto,M2M 3R7,28417,Square feet,100,0,550886.085,kWh,53396.9292,Cubic meter,,,,,,,,,,,,,,,,,,,125159,39.2,,BAYVA,Indoor Sports Arena
#11 Police Division - NEW,Police stations and associated offices and facilities,2054 Davenport Rd,Toronto,M6N 1C8,62000,Square feet,168,0,1159026.483,kWh,39211.12165,Cubic meter,,,,,,,,,,,,,,,,,,,125106,25.4,,2054DA,Police Stations
#53 Police Division,Police stations and associated offices and facilities,75 Eglinton Ave.W.,Toronto,M4R 1A3,52183,Square feet,168,0,760163.4929,kWh,48320.53413,Cubic meter,,,,,,,,,,,,,,,,,,,124773,24.3,,53PD,Police Stations
Antibes Park,Indoor recreational facilities,140 Antibes Dr,Toronto,M2R 3J3,18492,Square feet,100,0,423786.5443,kWh,55878.1786,Cubic meter,,,,,,,,,,,,,,,,,,,124256,54.8,,ANBP,Indoor Recreational Facilities
#14 Police Division - NEW,Police stations and associated offices and facilities,11 St. Annes Rd.,Toronto,M6J 2C1,64200,Square feet,168,0,1450237.353,kWh,31858.79587,Cubic meter,,,,,,,,,,,,,,,,,,,124024,27.8,,11SA,Police Stations
Bluffers Park,Other,Bluffers Park,Toronto,M1M 3W3,5253,Square feet,100,0,2797152.407,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,123075,532.5,,BLUFF,Outdoor Recreational Facilities
Don Valley Parkway,Street lighting,21 Don Valley Parkway,Toronto,M4M 3P2,0,Square feet,70,0,2774997.086,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,122100,,,DVPW,Streetlighting
North Toronto Treatment Plant,Facilities related to the treatment of sewage,1101 Millwood Rd,Toronto,M4H 1P6,21786,Square feet,168,6422,2758147.234,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,121358,126.6,429.5,NTTP,Sewage Treatment Facilities
#13 Police Division,Police stations and associated offices and facilities,1435 Eglinton Ave.W.,Toronto,M6C 3M8,20344,Square feet,168,0,529545.3046,kWh,51447.79164,Cubic meter,,,,,,,,,,,,,,,,,,,120536,52.7,,13PD,Police Stations
Barbara Frum,Public libraries,20 Covington Rd,Toronto,M6A 3C1,44319,Square feet,70,0,940903.398,kWh,41821.16882,Cubic meter,,,,,,,,,,,,,,,,,,,120442,31.2,,BF,Public Libraries
Locke,Public libraries,3083 Yonge St.,Toronto,M4N 2K7,11647,Square feet,70,0,183028.9812,kWh,59407.44727,Cubic meter,,,,,,,,,,,,,,,,,,,120333,69.6,,LO,Public Libraries
Crossways Employment Services,"Administrative offices and related facilities, including municipal council chambers",2340 Dundas St W,Toronto,M6P 4A9,18277,Square feet,70,0,891013.5967,kWh,42758.1051,Cubic meter,,,,,,,,,,,,,,,,,,,120017,73.4,,RWO,Administrative Offices
Public Health HQ,"Administrative offices and related facilities, including municipal council chambers",277 Victoria St,Toronto,M5B 1W2,111385,Square feet,70,0,1813957.19,kWh,19320.62251,Cubic meter,,,,,,,,,,,,,,,,,,,116330,18.1,,CHRO,Administrative Offices
North York,Public libraries,120 Martin Ross Ave,Toronto,M3J 2M1,27997,Square feet,70,0,1594266.301,kWh,23912.84685,Cubic meter,,,,,,,,,,,,,,,,,,,115343,66.0,,MRSB,Public Libraries
W.H. Johnston Pumping Station,Facilities related to the pumping of water,1560 Royal York Rd,Toronto,M9P 3C1,1744,Square feet,168,17674.336,2566319.881,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,112918,"1,471.5",145.2,WHJ,Water Pumping Facilities
Milliken Park Rec Center,Indoor recreational facilities,4325 McCowan Rd.,Toronto,M1V 4P1,17631,Square feet,100,0,313820.6377,kWh,51308.42065,Cubic meter,,,,,,,,,,,,,,,,,,,110781,48.5,,MILI,Indoor Recreational Facilities
Etobicoke Animal Centre,Other,146 The East Mall,Toronto,M8Z 5V5,6588,Square feet,168,0,318216.5284,kWh,51019.39855,Cubic meter,,,,,,,,,,,,,,,,,,,110428,130.1,,ETAC,Animal Centres
Castlefield Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1401 Castlefield Ave Yard,Toronto,M6B 1G7,36447,Square feet,70,0,318563.7634,kWh,50839.9925,Cubic meter,,,,,,,,,,,,,,,,,,,110104,23.5,,CASTY,Storage Facilities
Northwood C.C,Community centres,15 Clubhouse Crt,Toronto,M3L 2L7,36167,Square feet,100,0,368894.2881,kWh,49498.11,Cubic meter,,,,,,,,,,,,,,,,,,,109783,24.6,,NORWC,Community Centres
Spandina House Museum,Cultural facilities,285 Spadina Rd,Toronto,M5R 2V5,27588,Square feet,100,0,88921.56365,kWh,55982.60197,Cubic meter,,,,,,,,,,,,,,,,,,,109720,24.6,,SHS,Cultural Facilities
Station #30 & Garage & Office,Ambulance stations and associated offices and facilities,100 Turnberry Ave,Toronto,M6N 1R1,16380,Square feet,168,0,216195.5138,kWh,52600.03573,Cubic meter,,,,,,,,,,,,,,,,,,,108927,47.1,,AS30,Ambulance Stations
Franklin Horner,Community centres,432 Horner Ave,Toronto,M8W 2B2,39500,Square feet,100,0,310494.7345,kWh,50383.91843,Cubic meter,,,,,,,,,,,,,,,,,,,108887,21.3,,FHORN,Community Centres
Pedestrian Crossovers,Other,Various Locations,Toronto,M5V 3C6,0,Square feet,168,0,2438646.918,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,107300,,,PEDXO,Traffic Signals
Ingram Works Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",86 Ingram Dr,Toronto,M6M 2L6,23907,Square feet,70,0,356155.0804,kWh,47422.12903,Cubic meter,,,,,,,,,,,,,,,,,,,105299,35.8,,INGRY,Storage Facilities
Family Residence,Social housing,4222 Kingston Rd,Toronto,M1E 2M6,39999,Square feet,168,0,392176.075,kWh,46525.10245,Cubic meter,,,,,,,,,,,,,,,,,,,105188,22.1,,FR,Shelters & Housing
Mimico Arena,Indoor sports arenas,31 Drummond St,Toronto,M8V 1Y7,35607,Square feet,100,0,505661.4595,kWh,43097.82121,Cubic meter,,,,,,,,,,,,,,,,,,,103704,27.0,,MIMIA,Indoor Sports Arena
Central Water Services,"Storage facilities where equipment or vehicles are maintained, repaired or stored",545 Commissioners St.,Toronto,M4M 1A5,32679,Square feet,70,0,1086501.976,kWh,29508.55123,Cubic meter,,,,,,,,,,,,,,,,,,,103577,42.8,,CWS,Storage Facilities
Archives and Records Centre,"Administrative offices and related facilities, including municipal council chambers",255 Spadina Rd,Toronto,M5R 2V3,39590,Square feet,70,0,524189.8923,kWh,42355.72144,Cubic meter,,,,,,,,,,,,,,,,,,,103117,24.5,,ARC,Administrative Offices
Oriole Yd- Works,"Storage facilities where equipment or vehicles are maintained, repaired or stored",2751 Old Leslie St.,Toronto,M2K 1J2,26759,Square feet,70,0,245943.9387,kWh,48657.3864,Cubic meter,,,,,,,,,,,,,,,,,,,102784,28.4,,ORIOYW,Storage Facilities
Edithvale C.C,Community centres,7 Edithvale Dr,Toronto,M2N 2R4,24725,Square feet,100,0,755563.6939,kWh,36429.91177,Cubic meter,,,,,,,,,,,,,,,,,,,102097,46.1,,EDITC,Community Centres
